PIN,SalePrice,SqFtTotLiving,NbrLivingUnits,YrBuilt,CurrentZoning,beat,total_noise_dispatches,estimated_dispatch_waste_usd,shadow_tax_penalty_usd,FEMA_Climate_Risk,Heavy_Freight_Zone
7915100315,850000,1760,1,1909,NR3,W1,248,37200,-3831.6584393423377,69.22,0
8862500120,356500,1680,1,2008,C140(M),F1,153,22950,-2363.8860533039424,69.22,0
4443800095,740000,1080,1,1928,NR3,J2,90,13500,-1390.5212078258485,69.22,0
7129304030,785000,2860,1,1907,NR3,S3,189,28350,-2920.094536434281,69.22,1
3083000835,810000,1760,1,1953,NR3,R1,217,32550,-3352.7011344245457,69.22,0
6725700070,798000,1500,1,1928,LR3(M2),R2,298,44700,-4604.170221467809,69.22,1
7812800445,465000,790,1,1944,R6,99,1,150,-15.450235642509426,69.22,0
7131300245,465000,1360,1,1948,NR3,S3,189,28350,-2920.094536434281,69.22,0
6933600510,835000,1400,1,1952,NR3,Q1,107,16050,-1653.175213748509,69.22,0
6840701633,673000,1210,1,2020,LR2(M),G2,229,34350,-3538.1039621346586,69.22,1
7177300445,320282,1260,1,1950,NR3,U1,230,34500,-3553.554197777168,69.22,0
8641500360,750000,1310,1,1988,NR3,L2,118,17700,-1823.1278058161124,69.22,1
1972200935,187000,1960,1,2001,LR3(M),B2,126,18900,-1946.729690956188,69.22,1
8820903220,745000,720,1,1938,NR2,L3,167,25050,-2580.189352299074,69.22,0
8850400050,785000,1520,1,2015,LR3(M1),R1,217,32550,-3352.7011344245457,69.22,1
3904100207,755000,1910,1,1966,NR3,S2,171,25650,-2641.990294869112,69.22,0
6132600105,825000,1140,1,1928,NR3,J1,141,21150,-2178.483225593829,69.22,0
5457300321,785000,1140,1,2020,LR3(M),Q3,203,30450,-3136.3978354294136,69.22,0
4310703010,825000,2220,2,1982,NC3P75(M),N3,225,33750,-3476.303019564621,69.22,1
3679400498,510000,1450,1,2013,LR2(M),R1,217,32550,-3352.7011344245457,69.22,1
2113200025,520000,1150,1,1920,NR3,F2,153,22950,-2363.8860533039424,69.22,0
1005000083,699950,1490,1,2024,LR1(M1),S2,171,25650,-2641.990294869112,69.22,0
5257300030,637000,900,1,2025,LR2(M),U1,230,34500,-3553.554197777168,69.22,1
4358700111,799950,1670,1,1941,NR2,N3,225,33750,-3476.303019564621,69.22,0
6431000815,830000,1070,1,1928,NR3,J3,89,13350,-1375.0709721833389,69.22,1
9368700193,485000,700,1,1942,NR2,S3,189,28350,-2920.094536434281,69.22,0
7435500082,655000,1230,1,2018,LR1(M),W2,329,49350,-5083.127526385601,69.22,0
2624049110,775000,2040,1,1927,NR3,R3,178,26700,-2750.1419443666778,69.22,0
6382500048,720000,1450,1,2015,LR2(M),J1,141,21150,-2178.483225593829,69.22,1
3352400817,615000,2130,1,1959,NR2,S3,189,28350,-2920.094536434281,69.22,0
5101404887,750000,1660,1,1939,NR3,L2,118,17700,-1823.1278058161124,69.22,0
9352900802,585000,1070,1,2022,LR2(M1),F2,153,22950,-2363.8860533039424,69.22,0
2246500015,670000,1040,1,1947,NR2,N2,246,36900,-3800.757968057319,69.22,1
2254501773,840000,1500,1,2008,LR1(M),G2,229,34350,-3538.1039621346586,69.22,0
8165500100,633000,1950,1,2008,LR1(M),F1,153,22950,-2363.8860533039424,69.22,0
3589500290,770000,1300,1,1998,LR2,U1,230,34500,-3553.554197777168,69.22,0
3822200050,740000,2360,1,1929,NR2,L1,179,26850,-2765.592180009188,69.22,0
4154303170,825000,1030,1,1952,NR3,R3,178,26700,-2750.1419443666778,69.22,0
3500100048,585000,740,1,1949,NR2,99,1,150,-15.450235642509426,69.22,0
2124049211,505000,1120,1,1971,NR3,R1,217,32550,-3352.7011344245457,69.22,0
2768100641,695000,1090,1,2024,LR2(M1),B2,126,18900,-1946.729690956188,69.22,0
4310701567,690000,1410,1,2005,LR3(M),N3,225,33750,-3476.303019564621,69.22,0
3333000335,850000,1910,1,1904,NR3,S2,171,25650,-2641.990294869112,69.22,0
3856902615,840000,2190,1,1912,NR3,B3,118,17700,-1823.1278058161124,69.22,1
1108000465,600000,1460,1,1961,RSL(M),S2,171,25650,-2641.990294869112,69.22,1
2572400080,650500,1310,1,2001,LR3(M),G2,229,34350,-3538.1039621346586,69.22,0
6149700390,610000,1080,1,1931,NR3,N2,246,36900,-3800.757968057319,69.22,0
7128300395,770000,1440,1,1900,RSL(M),G3,123,18450,-1900.3789840286595,69.22,0
1070100040,625000,1570,1,2010,NR1,99,1,150,-15.450235642509426,69.22,1
1722800865,450000,1090,1,1905,LR2(M),O3,51,7650,-787.9620177679808,69.22,1
4440400111,695000,2020,2,1961,NR2,S3,189,28350,-2920.094536434281,69.22,0
2267000461,675000,890,1,1940,NR2,J1,141,21150,-2178.483225593829,69.22,0
4206901085,730000,1400,1,1916,NR3,B3,118,17700,-1823.1278058161124,69.22,1
9358001920,850000,1530,1,2018,LR1(M),W1,248,37200,-3831.6584393423377,69.22,0
6381501150,520000,730,1,1941,NR2,L1,179,26850,-2765.592180009188,69.22,0
4060000100,650000,1900,1,1962,NR3,S3,189,28350,-2920.094536434281,69.22,0
2768100662,699950,1060,1,2024,LR2(M1),B2,126,18900,-1946.729690956188,69.22,0
4279900200,550000,1760,1,1965,R6,99,1,150,-15.450235642509426,69.22,0
8818900355,720000,2300,2,1928,NR3,B3,118,17700,-1823.1278058161124,69.22,1
1862400457,840000,1610,1,2024,LR2(M1),J1,141,21150,-2178.483225593829,69.22,0
8598960020,805000,1320,1,2024,LR3(M),E2,260,39000,-4017.0612670524506,69.22,1
6632900492,770000,1490,1,1948,NR3,99,1,150,-15.450235642509426,69.22,1
7697600030,649900,1230,1,1951,NR2,N2,246,36900,-3800.757968057319,69.22,0
2921700377,639950,930,1,2024,LR1(M1),J2,90,13500,-1390.5212078258485,69.22,1
5053300055,735000,2070,1,1950,NR3,S1,221,33150,-3414.502076994583,69.22,0
9524100139,430000,1020,1,2003,LR3(M),N3,225,33750,-3476.303019564621,69.22,1
3945850160,799000,1930,1,2020,NR3,S3,189,28350,-2920.094536434281,69.22,0
7707600020,550000,840,1,1938,NR3,S1,221,33150,-3414.502076994583,69.22,0
9826701705,651700,1170,1,2019,LR2(M),G2,229,34350,-3538.1039621346586,69.22,0
3792100035,664000,1320,1,1944,NR2,L1,179,26850,-2765.592180009188,69.22,0
7129303120,565000,810,1,1950,NR3,S3,189,28350,-2920.094536434281,69.22,0
7972601990,690000,1280,1,1943,NR3,F3,259,38850,-4001.6110314099415,69.22,0
5700000115,720000,2010,1,1922,NR3,R2,298,44700,-4604.170221467809,69.22,1
4303200590,599950,720,1,1943,NR3,F2,153,22950,-2363.8860533039424,69.22,0
7857003325,770000,2310,1,2004,NR3,S1,221,33150,-3414.502076994583,69.22,0
7625702287,685000,1000,1,2013,LR3RC(M),W2,329,49350,-5083.127526385601,69.22,0
7883601615,487500,860,1,1942,RSL(M),F3,259,38850,-4001.6110314099415,69.22,0
9122000888,750000,1250,1,2020,RSL(M),R1,217,32550,-3352.7011344245457,69.22,1
3438502100,150000,2680,1,1942,NR3,F1,153,22950,-2363.8860533039424,69.22,0
8820903430,750000,790,1,1938,NR2,L3,167,25050,-2580.189352299074,69.22,0
2291401401,703000,950,1,1925,NR3,N3,225,33750,-3476.303019564621,69.22,0
6381500690,735000,1350,1,1944,NR2,L1,179,26850,-2765.592180009188,69.22,0
1254200215,400000,950,1,1914,NR3,J2,90,13500,-1390.5212078258485,69.22,0
9269200160,800000,960,1,1919,NR3,W3,109,16350,-1684.0756850335274,69.22,0
9358001613,675000,1270,1,2019,LR1(M),W1,248,37200,-3831.6584393423377,69.22,1
9376301576,575000,1430,1,1931,NR3,J2,90,13500,-1390.5212078258485,69.22,0
2123700145,250000,680,1,1947,RSL(M),S2,171,25650,-2641.990294869112,69.22,1
8850000407,710000,1450,1,2023,LR2(M),R1,217,32550,-3352.7011344245457,69.22,1
6126601160,850000,1780,2,1950,LR3(M),W2,329,49350,-5083.127526385601,69.22,0
6021500750,800000,1680,1,1931,NR3,J2,90,13500,-1390.5212078258485,69.22,0
3126049060,775000,670,1,1936,NR3,N3,225,33750,-3476.303019564621,69.22,0
2776600028,638950,1080,1,2023,LR3RC(M),J1,141,21150,-2178.483225593829,69.22,1
6746701904,712250,1450,1,2008,LR2,U1,230,34500,-3553.554197777168,69.22,1
1282300580,570000,1220,1,2017,LR3(M),R2,298,44700,-4604.170221467809,69.22,0
1529300370,690000,840,1,1926,NR3,J1,141,21150,-2178.483225593829,69.22,0
9368700110,655000,1620,1,1950,NR2,S3,189,28350,-2920.094536434281,69.22,0
5157700029,669800,1250,1,2022,NC140(M),C3,127,19050,-1962.1799265986967,69.22,0
3278611260,800000,2090,1,2019,LR3(M),W3,109,16350,-1684.0756850335274,69.22,0
8021700535,815000,1460,1,1928,NR3,N3,225,33750,-3476.303019564621,69.22,1
3670500529,33000,680,1,1929,NR1,99,1,150,-15.450235642509426,69.22,1
6412600015,825000,1590,1,1951,NR2,N2,246,36900,-3800.757968057319,69.22,1
9828702462,850000,1390,1,2009,LR3(M),C2,100,15000,-1545.0235642509426,69.22,1
7625702267,550000,1010,1,2008,LR3RC(M),W2,329,49350,-5083.127526385601,69.22,0
1133000087,680000,2300,3,1938,NR2,L1,179,26850,-2765.592180009188,69.22,0
4073200123,845000,1150,1,1953,NR2,L3,167,25050,-2580.189352299074,69.22,0
3438500761,685000,1420,1,1962,NR3,F1,153,22950,-2363.8860533039424,69.22,0
6140100173,825000,960,1,1949,NR2,N1,157,23550,-2425.68699587398,69.22,0
2767704796,710000,1360,1,2004,LR3(M),B1,211,31650,-3259.999720569489,69.22,1
9275700015,600000,1450,1,1927,NR3,W1,248,37200,-3831.6584393423377,69.22,0
1005000082,710000,1490,1,2024,LR1(M1),S2,171,25650,-2641.990294869112,69.22,0
3278613990,820000,2130,1,2020,LR2(M),W3,109,16350,-1684.0756850335274,69.22,0
9297301490,630000,1070,1,1948,NR3,W1,248,37200,-3831.6584393423377,69.22,1
3468800190,785000,1750,1,1941,NR3,O3,51,7650,-787.9620177679808,69.22,1
5550300055,675000,1730,1,1944,NR3,F2,153,22950,-2363.8860533039424,69.22,0
2381700090,495000,2120,2,1910,LR3(M),R2,298,44700,-4604.170221467809,69.22,0
4077800136,575000,1480,1,1949,NR2,L3,167,25050,-2580.189352299074,69.22,0
7812801180,625000,910,1,1944,R12,99,1,150,-15.450235642509426,69.22,0
3058600020,599900,820,1,1960,NR3,S1,221,33150,-3414.502076994583,69.22,1
2822100225,803000,1110,1,1968,NR3,S1,221,33150,-3414.502076994583,69.22,0
3336000240,650000,1020,1,1911,RSL(M),S2,171,25650,-2641.990294869112,69.22,1
9282800225,549950,1340,1,1950,R6,99,1,150,-15.450235642509426,69.22,0
9578020080,780000,1600,1,2008,LR2(M),G3,123,18450,-1900.3789840286595,69.22,1
6150200005,799950,1440,1,1954,NR3,N2,246,36900,-3800.757968057319,69.22,0
6430500088,845000,1060,1,1901,NR3,J3,89,13350,-1375.0709721833389,69.22,1
6379500149,675000,1210,1,2005,LR3(M1),W1,248,37200,-3831.6584393423377,69.22,0
6840701654,605000,1050,1,2020,LR2(M),G2,229,34350,-3538.1039621346586,69.22,1
7899800420,595000,960,1,1922,NR3,F2,153,22950,-2363.8860533039424,69.22,0
3274800656,599950,1020,1,2025,LR2(M),G3,123,18450,-1900.3789840286595,69.22,1
5101406525,615000,1110,1,1947,NR3,L2,118,17700,-1823.1278058161124,69.22,1
7972601985,850000,1960,1,1943,NR3,F3,259,38850,-4001.6110314099415,69.22,0
8585400075,775000,830,1,1929,NR3,U3,190,28500,-2935.544772076791,69.22,0
3390600035,649500,1090,1,1955,NR3,F2,153,22950,-2363.8860533039424,69.22,0
3645100363,698000,1540,1,2016,LR2(M),N1,157,23550,-2425.68699587398,69.22,0
4443800266,414000,360,1,1969,NR3,J2,90,13500,-1390.5212078258485,69.22,0
3735901600,800000,1260,1,1926,NR3,L2,118,17700,-1823.1278058161124,69.22,1
2391600905,748000,780,1,1952,NR3,W2,329,49350,-5083.127526385601,69.22,0
2767600681,725000,1410,1,2008,LR3(M),B1,211,31650,-3259.999720569489,69.22,1
9169100075,515000,1470,1,1953,NR3,W3,109,16350,-1684.0756850335274,69.22,0
1624049210,850000,1470,1,1911,NR3,R2,298,44700,-4604.170221467809,69.22,0
3348401095,625000,2090,1,1956,NR1,S3,189,28350,-2920.094536434281,69.22,1
7857003590,815000,1540,1,1952,NR3,S1,221,33150,-3414.502076994583,69.22,0
6450302575,805000,1990,1,1993,NR3,N2,246,36900,-3800.757968057319,69.22,0
2768100642,690000,1190,1,2024,LR2(M1),B2,126,18900,-1946.729690956188,69.22,0
9528103444,560000,800,1,2001,LR3(M),J3,89,13350,-1375.0709721833389,69.22,1
3034200075,250000,740,1,1945,NR2,N2,246,36900,-3800.757968057319,69.22,0
7972601810,830000,2200,1,1963,NR2,F3,259,38850,-4001.6110314099415,69.22,0
2767602822,849999,1500,1,2025,LR2(M),B1,211,31650,-3259.999720569489,69.22,0
1282300105,700000,1010,1,1959,LR2(M),R2,298,44700,-4604.170221467809,69.22,0
7996720210,725000,1780,1,1982,LR3(M),N2,246,36900,-3800.757968057319,69.22,0
2922703205,800000,1000,1,1920,NR3,J2,90,13500,-1390.5212078258485,69.22,0
2770600178,456250,1060,1,1950,NR3,Q1,107,16050,-1653.175213748509,69.22,0
1112000158,800000,2010,1,1951,NR3,S2,171,25650,-2641.990294869112,69.22,0
7972603115,728700,1040,1,1918,NR3,F3,259,38850,-4001.6110314099415,69.22,0
6414600011,715000,1460,1,1952,NR2,N2,246,36900,-3800.757968057319,69.22,0
7883602155,550000,940,1,1900,RSL(M),F3,259,38850,-4001.6110314099415,69.22,1
8070000190,407698,1860,1,1908,RSL(M),S3,189,28350,-2920.094536434281,69.22,1
6362900116,800000,1390,1,2015,LR1(M),G3,123,18450,-1900.3789840286595,69.22,1
3333002842,796500,1710,1,2023,LR2(M),S2,171,25650,-2641.990294869112,69.22,0
5029400040,725000,1610,1,1950,R12,99,1,150,-15.450235642509426,69.22,0
1529300315,450000,500,1,1923,NR3,J1,141,21150,-2178.483225593829,69.22,0
9550205240,685000,1730,1,1922,NR3,B3,118,17700,-1823.1278058161124,69.22,1
3544400236,839500,1290,1,1906,NR3,L2,118,17700,-1823.1278058161124,69.22,1
7883603615,450000,490,1,1935,RSL(M),F3,259,38850,-4001.6110314099415,69.22,1
4154304580,505001,850,1,1922,NR3,R3,178,26700,-2750.1419443666778,69.22,0
3278600220,547000,1210,1,2007,LR2(M),W2,329,49350,-5083.127526385601,69.22,0
3277801440,625000,1430,1,1959,LR1(M),W3,109,16350,-1684.0756850335274,69.22,0
7625702980,619950,1080,1,1942,LR1(M),W3,109,16350,-1684.0756850335274,69.22,0
2770601668,724950,1140,1,2021,LR1(M),Q1,107,16050,-1653.175213748509,69.22,0
1604600940,675000,1170,1,1962,NR3,R2,298,44700,-4604.170221467809,69.22,0
8673400054,780000,1270,1,2003,LR2(M),B1,211,31650,-3259.999720569489,69.22,0
6450301885,765000,1690,1,1940,NR3,N2,246,36900,-3800.757968057319,69.22,0
1997200006,717500,1070,1,1952,NR3,N3,225,33750,-3476.303019564621,69.22,0
6738700080,793500,2000,1,1940,NR3,R2,298,44700,-4604.170221467809,69.22,0
6381501315,815000,1290,1,1948,NR2,L1,179,26850,-2765.592180009188,69.22,0
3352400725,370000,1480,1,1906,NR2,S3,189,28350,-2920.094536434281,69.22,0
7519000340,832500,1320,1,2003,LR2RC(M),J2,90,13500,-1390.5212078258485,69.22,0
1997200156,775000,990,1,1946,NR3,N3,225,33750,-3476.303019564621,69.22,0
7883600863,395950,680,1,2009,LR3(M),F3,259,38850,-4001.6110314099415,69.22,1
7625702619,760000,1620,1,2015,LR2(M),W2,329,49350,-5083.127526385601,69.22,0
4250900045,620000,880,1,1932,NR2,L1,179,26850,-2765.592180009188,69.22,0
2734100510,754000,990,1,1930,NR3,O3,51,7650,-787.9620177679808,69.22,1
9834201755,637000,1470,2,1918,NR3,R2,298,44700,-4604.170221467809,69.22,0
1393800010,760000,1640,1,1940,NR3,W3,109,16350,-1684.0756850335274,69.22,0
5101404545,795000,890,1,1942,NR3,L2,118,17700,-1823.1278058161124,69.22,0
3438502116,773000,1520,1,2000,NR3,F1,153,22950,-2363.8860533039424,69.22,0
7904700035,575000,990,1,2005,LR2(M),W2,329,49350,-5083.127526385601,69.22,0
1443500675,549000,710,1,1947,NR3,S2,171,25650,-2641.990294869112,69.22,1
3278605550,795000,1800,1,2011,LR3(M),F1,153,22950,-2363.8860533039424,69.22,0
8021701135,817500,1840,1,1952,NR3,N3,225,33750,-3476.303019564621,69.22,1
3126049454,560000,1230,1,2006,LR2(M),N3,225,33750,-3476.303019564621,69.22,1
4358700127,750000,890,1,1954,NR2,N3,225,33750,-3476.303019564621,69.22,0
9269200955,620000,1880,1,1953,NR3,F1,153,22950,-2363.8860533039424,69.22,0
8103600070,805000,1645,1,1954,R2,99,1,150,-15.450235642509426,69.22,0
3362400050,610000,1440,1,1903,NR3,J3,89,13350,-1375.0709721833389,69.22,1
7451000080,555000,1040,1,1954,RSL(M),F2,153,22950,-2363.8860533039424,69.22,0
9126100871,688000,1310,1,2007,LR2(M),G2,229,34350,-3538.1039621346586,69.22,0
7625704066,845000,1040,1,1918,NR3,W3,109,16350,-1684.0756850335274,69.22,0
2767601021,820000,1320,1,2015,LR1(M),B1,211,31650,-3259.999720569489,69.22,1
3298700041,475000,1380,1,1928,NR3,F3,259,38850,-4001.6110314099415,69.22,0
4003100060,500000,1120,1,1970,NR3,S1,221,33150,-3414.502076994583,69.22,0
3320000685,825000,1580,1,1948,RSL(M),G3,123,18450,-1900.3789840286595,69.22,1
9352900820,600000,840,1,1954,LR2(M1),F2,153,22950,-2363.8860533039424,69.22,0
1714900040,719000,460,1,2014,NR3,O3,51,7650,-787.9620177679808,69.22,1
3589500011,800000,1670,1,1905,NR3,U1,230,34500,-3553.554197777168,69.22,0
3157600075,840000,1440,1,2008,NR3,F1,153,22950,-2363.8860533039424,69.22,0
6450303920,739000,1800,1,1966,NR3,N2,246,36900,-3800.757968057319,69.22,0
7972601991,735000,1170,1,1943,NR3,F3,259,38850,-4001.6110314099415,69.22,0
3278610550,808000,2190,1,2018,LR3(M),W3,109,16350,-1684.0756850335274,69.22,0
9528102850,660000,1280,1,2007,MR(M2),U1,230,34500,-3553.554197777168,69.22,1
7663700560,725000,1030,1,1953,NR2,L1,179,26850,-2765.592180009188,69.22,0
9830200120,805000,2560,1,1945,NR3,R3,178,26700,-2750.1419443666778,69.22,0
2114700550,285000,990,1,1928,LR1(M),F3,259,38850,-4001.6110314099415,69.22,0
2921700453,699900,1190,1,2024,LR1(M1),J2,90,13500,-1390.5212078258485,69.22,1
9828701739,850000,1430,1,2006,LR2(M),C3,127,19050,-1962.1799265986967,69.22,0
8067000016,750000,2370,1,2000,NR3,S3,189,28350,-2920.094536434281,69.22,0
3797000940,670000,1090,1,2025,NR3,J3,89,13350,-1375.0709721833389,69.22,1
1032000097,763000,1390,1,1998,LR1(M),G3,123,18450,-1900.3789840286595,69.22,1
2734100346,850000,2070,1,2018,LR2(M),O3,51,7650,-787.9620177679808,69.22,1
1862400491,760000,1320,1,2025,LR2(M1),J1,141,21150,-2178.483225593829,69.22,0
7129300115,800000,2590,1,1927,NR3,S3,189,28350,-2920.094536434281,69.22,0
1336300211,820000,1140,1,2021,LR3(M),C1,152,22800,-2348.435817661433,69.22,0
9169100090,615000,1690,1,1930,NR3,W3,109,16350,-1684.0756850335274,69.22,0
3300700837,725000,1990,1,2015,NC2P55(M),J1,141,21150,-2178.483225593829,69.22,1
1594600083,550000,1520,1,2021,NC375(M),R2,298,44700,-4604.170221467809,69.22,1
6413600083,804000,1420,1,1937,NR2,L1,179,26850,-2765.592180009188,69.22,1
1773600620,740000,1500,1,1927,NR3,F1,153,22950,-2363.8860533039424,69.22,0
6003001995,803500,1280,1,2010,MR(M1),E1,298,44700,-4604.170221467809,69.22,0
7960100473,640000,1200,1,2019,LR2RC(M1),G2,229,34350,-3538.1039621346586,69.22,0
5695000140,725000,1110,1,2008,LR3RC(M),B2,126,18900,-1946.729690956188,69.22,1
2895650380,625000,1350,1,2016,LR2(M),S1,221,33150,-3414.502076994583,69.22,0
6450304345,348750,1070,1,1952,NR3,N2,246,36900,-3800.757968057319,69.22,0
1862400486,634000,1140,1,2024,LR2(M1),J1,141,21150,-2178.483225593829,69.22,0
3395040090,593000,1490,1,2000,LR3(M),S1,221,33150,-3414.502076994583,69.22,0
9376300855,695000,1270,1,2007,LR2RC(M),J2,90,13500,-1390.5212078258485,69.22,1
2249000405,642500,1240,1,2009,SMUP85(M),Q3,203,30450,-3136.3978354294136,69.22,1
8165501230,620500,1500,1,2016,LR1(M),F1,153,22950,-2363.8860533039424,69.22,0
2113200355,512000,910,1,1919,NR3,F2,153,22950,-2363.8860533039424,69.22,0
3964400385,650000,1220,1,1917,RSL(M),R1,217,32550,-3352.7011344245457,69.22,0
3918400155,780000,2220,1,1952,NR2,N1,157,23550,-2425.68699587398,69.22,0
1928300449,700000,1300,1,1924,NR3,U1,230,34500,-3553.554197777168,69.22,1
7454000465,710000,1620,1,1942,NR3,W3,109,16350,-1684.0756850335274,69.22,0
6781200043,800000,1450,1,2024,LR2(M),N3,225,33750,-3476.303019564621,69.22,1
8673400044,825000,1330,1,2001,LR2(M),B1,211,31650,-3259.999720569489,69.22,0
7129301840,742500,1980,1,1956,NR3,S3,189,28350,-2920.094536434281,69.22,0
9272201683,776653,1260,1,2005,LR3(M),W1,248,37200,-3831.6584393423377,69.22,0
1728800102,815000,1490,1,2006,LR3(M),C1,152,22800,-2348.435817661433,69.22,1
5101404019,805000,1330,1,1946,NR3,L2,118,17700,-1823.1278058161124,69.22,0
6450302420,660000,1580,1,1949,NR3,N2,246,36900,-3800.757968057319,69.22,0
5249802811,825000,1230,1,1954,NR2,R3,178,26700,-2750.1419443666778,69.22,0
7857001585,465500,1190,1,1942,NR3,S1,221,33150,-3414.502076994583,69.22,0
3319500371,650000,1100,2,2017,NC155(M),G2,229,34350,-3538.1039621346586,69.22,0
5693500900,360286,1040,1,2021,LR1(M),B2,126,18900,-1946.729690956188,69.22,0
7996710170,750000,1780,1,1981,LR3(M),N2,246,36900,-3800.757968057319,69.22,0
3131200045,789000,950,1,1906,NR3,B3,118,17700,-1823.1278058161124,69.22,0
3395041192,665000,1880,1,2001,LR3(M),S1,221,33150,-3414.502076994583,69.22,0
6170900140,700000,1020,1,1941,NR3,J1,141,21150,-2178.483225593829,69.22,0
2113700570,668000,1660,1,1942,NR3,F3,259,38850,-4001.6110314099415,69.22,0
9158100040,820000,1400,1,1949,NR2,N1,157,23550,-2425.68699587398,69.22,0
6450302085,699950,880,1,1950,NR3,N2,246,36900,-3800.757968057319,69.22,0
9319800095,713700,940,1,1955,NR3,W2,329,49350,-5083.127526385601,69.22,0
6414600330,765000,2050,1,2017,NC155(M),N2,246,36900,-3800.757968057319,69.22,0
7883603490,599950,1440,1,1905,RSL(M),F3,259,38850,-4001.6110314099415,69.22,0
2491200960,665888,1390,1,1960,NR3,W3,109,16350,-1684.0756850335274,69.22,0
1773100712,528000,910,1,2018,LR2(M),F1,153,22950,-2363.8860533039424,69.22,0
1453600304,845000,1910,1,1989,NR2,L3,167,25050,-2580.189352299074,69.22,1
6003501393,848900,1500,1,2024,MR(M1),E1,298,44700,-4604.170221467809,69.22,0
9344100110,625000,1010,1,2009,LR3(M),R3,178,26700,-2750.1419443666778,69.22,0
5550300090,630000,1340,1,1944,NR3,F2,153,22950,-2363.8860533039424,69.22,0
7970100065,425000,770,1,1908,NR3,R1,217,32550,-3352.7011344245457,69.22,0
1702901623,715000,1110,1,2006,NC2P55(M),R3,178,26700,-2750.1419443666778,69.22,0
6450303340,650000,730,1,1947,NR3,N2,246,36900,-3800.757968057319,69.22,0
9151600580,50000,1250,1,2000,NR3,W1,248,37200,-3831.6584393423377,69.22,0
2491201295,505000,1170,1,2007,LR2RC(M),W3,109,16350,-1684.0756850335274,69.22,0
2768100073,685000,1060,1,2021,LR2(M1),B2,126,18900,-1946.729690956188,69.22,0
2770601773,705000,1230,1,2009,LR3(M),Q1,107,16050,-1653.175213748509,69.22,0
2113700005,850000,2500,1,1947,NR3,F3,259,38850,-4001.6110314099415,69.22,0
6300500225,685000,1350,1,1926,LR2(M1),N3,225,33750,-3476.303019564621,69.22,1
2414600030,515000,1290,1,1945,R12,99,1,150,-15.450235642509426,69.22,0
8822901262,545000,1220,1,2006,LR2(M),L3,167,25050,-2580.189352299074,69.22,1
6450302385,625000,810,1,1951,NR3,N2,246,36900,-3800.757968057319,69.22,0
7387500225,315000,1080,1,1947,RSL(M),F2,153,22950,-2363.8860533039424,69.22,0
6814100212,515000,760,1,1905,NR3,J3,89,13350,-1375.0709721833389,69.22,1
3034200535,600000,990,1,1950,NR2,N2,246,36900,-3800.757968057319,69.22,0
2895800460,757500,1650,1,2014,R18,99,1,150,-15.450235642509426,69.22,0
7579200765,800000,1350,1,2004,LR2(M),W2,329,49350,-5083.127526385601,69.22,0
9826700715,712000,1240,1,2010,LR3(M),G2,229,34350,-3538.1039621346586,69.22,0
1394300035,700000,810,1,1944,NR3,W2,329,49350,-5083.127526385601,69.22,0
2768301166,679000,1110,1,2020,LR1(M),B2,126,18900,-1946.729690956188,69.22,1
6412100093,719900,1280,1,1954,NR2,L1,179,26850,-2765.592180009188,69.22,1
1895000240,758000,1930,1,1979,NR3,S3,189,28350,-2920.094536434281,69.22,0
4365700125,720000,1270,1,2013,RSL(M),F2,153,22950,-2363.8860533039424,69.22,0
6884800440,740000,1440,1,1924,NR3,L2,118,17700,-1823.1278058161124,69.22,1
3010300770,840000,1300,1,1922,NR3,W2,329,49350,-5083.127526385601,69.22,0
2673100039,725000,1080,1,1948,NR2,99,1,150,-15.450235642509426,69.22,0
6145602450,660000,700,1,1910,NR3,J1,141,21150,-2178.483225593829,69.22,0
2926049210,705000,1430,1,2020,LR1(M),L1,179,26850,-2765.592180009188,69.22,0
1822300165,630000,1290,1,2016,LR3(M1),R2,298,44700,-4604.170221467809,69.22,1
4059400395,564775,1350,1,1945,NR3,S3,189,28350,-2920.094536434281,69.22,0
3589500295,830000,1910,2,1905,LR2,U1,230,34500,-3553.554197777168,69.22,0
1795700080,760000,2030,1,1968,NR3,S1,221,33150,-3414.502076994583,69.22,1
2324049036,660000,2270,1,1957,NR1,R3,178,26700,-2750.1419443666778,69.22,0
8895900210,720000,1440,1,2020,NC3P75(M1),J1,141,21150,-2178.483225593829,69.22,1
4060000425,625000,1630,1,1945,NR3,S3,189,28350,-2920.094536434281,69.22,0
3278606110,770000,1580,1,2013,LR3(M),F1,153,22950,-2363.8860533039424,69.22,0
4364700125,760000,820,1,1950,NR2,F2,153,22950,-2363.8860533039424,69.22,0
1994200125,716000,1020,1,1926,NR3,J3,89,13350,-1375.0709721833389,69.22,1
6632300475,625000,1040,1,1959,NR2,L1,179,26850,-2765.592180009188,69.22,0
5541300084,785000,1900,1,2023,LR1(M1),N3,225,33750,-3476.303019564621,69.22,1
2660500332,485000,800,1,1942,RSL(M),R3,178,26700,-2750.1419443666778,69.22,0
1160000245,780000,1220,1,1947,NR2,L2,118,17700,-1823.1278058161124,69.22,0
8159100009,525000,1840,1,2005,LR2(M),O3,51,7650,-787.9620177679808,69.22,1
6003500752,699880,1130,1,2007,MR(M1),E2,260,39000,-4017.0612670524506,69.22,0
1005000084,729000,1470,1,2024,LR1(M1),S2,171,25650,-2641.990294869112,69.22,0
4340610060,450000,1240,1,1999,LR2(M),N3,225,33750,-3476.303019564621,69.22,1
